Date,Open,High,Low,Close,Adj Close,Volume
12-04-2000,55.237232,55.701412,51.740421,52.2897,40.71859,111576934
13-04-2000,51.229828,51.229828,48.112095,48.112095,37.465443,1455558
14-04-2000,48.112095,48.112095,48.112095,48.112095,37.465443,0
17-04-2000,44.267151,46.541622,44.267151,46.17028,35.953331,102966877
18-04-2000,45.969135,47.794907,45.489487,46.425579,36.152134,56718132
19-04-2000,47.609234,50.139008,46.897495,48.715527,37.935341,105306863
20-04-2000,48.429283,52.614624,47.84906,52.258755,40.694485,125305202
21-04-2000,52.258755,52.258755,52.258755,52.258755,40.694485,0
24-04-2000,53.535248,55.794247,49.976543,52.134975,40.598095,113867362
25-04-2000,49.868237,52.529526,48.220402,51.376816,40.007721,102177560
26-04-2000,52.606888,55.492531,52.606888,55.384224,43.12833,109861490
27-04-2000,55.825191,56.629768,52.343853,53.481091,41.646339,190967027
28-04-2000,53.767334,54.448132,52.653309,53.388256,41.574043,86775050
01-05-2000,53.388256,53.388256,53.388256,53.388256,41.574043,0
02-05-2000,53.8447,54.873627,50.324677,50.928108,39.658306,106153132
03-05-2000,50.595448,51.655323,47.841324,50.750175,39.519749,88932952
04-05-2000,51.214355,53.063332,51.214355,52.173656,40.628227,73208577
05-05-2000,52.374802,52.846714,50.765648,51.887413,40.405331,72028040
08-05-2000,51.214355,52.142712,49.868237,50.131271,39.037796,38075892
09-05-2000,49.744453,51.345871,49.264805,50.804329,39.561913,39661312
10-05-2000,51.059628,51.817787,50.022961,50.324677,39.188408,42996055
11-05-2000,50.139008,50.139008,48.584007,49.009506,38.164272,41550605
12-05-2000,49.450478,49.899181,48.4757,48.877991,38.061852,26726872
15-05-2000,48.282291,50.239578,47.423561,49.435001,38.495602,37468476
16-05-2000,49.512367,49.806347,48.738735,49.110077,38.242577,20251729
17-05-2000,49.651619,50.812065,48.932144,49.334431,38.417294,50428238
18-05-2000,49.202915,49.473682,47.516399,47.980576,37.363029,34788916
19-05-2000,47.655651,49.365376,47.539608,48.83157,38.025703,51491827
22-05-2000,48.429283,49.032715,47.810379,48.344185,37.646172,20150110
23-05-2000,48.320976,48.893459,47.733013,48.700054,37.923286,26946906
24-05-2000,48.529854,49.187443,47.965103,48.390602,37.682308,26123367
25-05-2000,48.320976,49.171967,48.135303,48.398338,37.688339,16915486
26-05-2000,48.70779,49.202915,48.119831,48.963089,38.12812,22651653
29-05-2000,49.280277,53.759598,49.202915,52.52179,40.899319,76298378
30-05-2000,52.722935,53.512035,52.158184,53.194847,41.423435,36778192
31-05-2000,54.308876,55.206287,52.931812,53.21032,41.435493,54625965
01-06-2000,52.931812,53.519772,52.011192,52.483109,40.869194,34780062
02-06-2000,53.071068,53.535248,51.694004,52.212337,40.658348,37785501
05-06-2000,52.251019,54.440395,52.049873,52.483109,40.869194,70082118
06-06-2000,52.297436,53.047859,52.003456,52.421219,40.821007,25330702
07-06-2000,52.591415,53.287685,52.026665,52.2897,40.71859,24249864
08-06-2000,52.591415,53.38052,52.336117,52.738407,41.068001,29732906
09-06-2000,52.900867,54.571911,52.4599,52.792561,41.110176,79452454
12-06-2000,52.978233,53.488827,52.382538,52.514053,40.893295,26640946
13-06-2000,52.452164,53.604874,52.150448,52.374802,40.784851,44187341
14-06-2000,53.61261,53.61261,52.003456,52.196865,40.646297,28979213
15-06-2000,52.761616,52.761616,50.672813,51.283981,39.935421,39276122
16-06-2000,50.990002,51.964775,50.9049,51.407761,40.031807,29463604
19-06-2000,51.639851,51.987984,51.090572,51.268509,39.923382,20053533
20-06-2000,51.60117,51.678532,50.835274,51.106045,39.79686,26810168
21-06-2000,51.678532,51.678532,50.788857,50.928108,39.658306,13386742
22-06-2000,51.113781,54.123203,50.015224,53.38052,41.568027,123720150
23-06-2000,53.550716,54.873627,51.83326,52.258755,40.694485,103392887
26-06-2000,51.83326,51.926094,50.788857,51.237564,39.899277,22394715
27-06-2000,51.268509,52.591415,51.0751,51.755894,40.302914,49353042
28-06-2000,51.83326,52.134975,51.446442,51.639851,40.21254,11276219
29-06-2000,51.887413,53.488827,51.817787,52.955025,41.236683,49235492
30-06-2000,53.225792,53.334103,51.987984,52.730671,41.061977,41011640
03-07-2000,52.297436,54.455868,52.297436,53.867908,41.947559,63681797
04-07-2000,53.937534,54.092258,53.233528,53.44241,41.616219,34776081
05-07-2000,53.999424,55.755566,53.628082,54.796265,42.670479,87640747
06-07-2000,54.308876,56.459572,54.154148,56.065018,43.658482,92609170
07-07-2000,56.382206,56.614296,55.701412,55.887081,43.51992,51505270
10-07-2000,56.165588,57.4034,55.492531,57.016582,44.399467,60875833
11-07-2000,57.2332,58.440063,56.714867,58.169292,45.297096,78466835
12-07-2000,57.883049,58.138348,56.93922,57.256409,44.586216,32654403
13-07-2000,57.372456,57.836632,56.165588,56.591087,44.06813,38426343
14-07-2000,56.668449,57.318298,55.639523,55.887081,43.51992,41386508
17-07-2000,56.15012,56.459572,55.314594,56.212009,43.772938,39756325
18-07-2000,55.933502,56.165588,55.128925,55.415169,43.152424,24046155
19-07-2000,55.469322,56.088226,54.540966,54.788528,42.664455,27002908
20-07-2000,54.602856,55.825191,53.689972,55.33007,43.086163,57529714
21-07-2000,55.237232,55.237232,52.955025,53.21032,41.435493,66342633
24-07-2000,52.769352,52.769352,50.15448,50.518085,39.339012,38884488
25-07-2000,49.906918,52.05761,49.543312,51.663059,40.230618,42688021
26-07-2000,52.452164,52.452164,50.131271,50.378834,39.230576,25082250
27-07-2000,50.440723,54.277931,49.837292,53.233528,41.45356,55675794
28-07-2000,53.8447,54.154148,52.483109,52.676517,41.01981,38682538
31-07-2000,52.297436,52.746143,51.910622,52.111767,40.580029,12968286
01-08-2000,51.987984,52.900867,51.926094,52.374802,40.784851,24125696
02-08-2000,52.204601,52.560471,51.987984,52.452164,40.8451,9412423
03-08-2000,52.575943,53.187111,52.034401,52.243282,40.682449,21545647
04-08-2000,52.374802,52.413483,50.928108,51.0751,39.772774,21145379
07-08-2000,50.9049,51.36908,50.15448,51.098309,39.79084,15971987
08-08-2000,51.314926,51.577961,50.982265,51.191147,39.863132,14558586
09-08-2000,51.523808,52.297436,51.237564,51.632114,40.20652,15479064
10-08-2000,51.36908,51.949303,50.773384,50.990002,39.706501,10987386
11-08-2000,50.982265,51.36908,50.703758,50.943584,39.670357,12610712
14-08-2000,50.9049,51.345871,49.868237,50.959057,39.682396,17141782
15-08-2000,50.959057,50.959057,50.959057,50.959057,39.682396,0
16-08-2000,51.353607,52.730671,51.098309,52.204601,40.652317,31149803
17-08-2000,52.452164,53.44241,51.910622,52.258755,40.694485,39757992
18-08-2000,52.150448,52.583679,51.93383,52.134975,40.598095,11853252
21-08-2000,52.018929,52.436691,51.848732,52.065346,40.543896,9360408
22-08-2000,52.374802,52.955025,52.096294,52.343853,40.760757,18410146
23-08-2000,52.869923,53.535248,52.382538,52.537262,40.911373,35053972
24-08-2000,52.452164,52.722935,51.678532,51.926094,40.43544,21329032
25-08-2000,52.065346,52.359325,51.253036,51.616642,40.194466,10697959
28-08-2000,51.60117,51.83326,51.30719,51.400024,40.025784,7696288
29-08-2000,51.260773,51.755894,50.951321,51.121517,39.80891,13992761
30-08-2000,51.794579,52.421219,51.30719,52.127239,40.592075,19816398
31-08-2000,52.374802,52.730671,51.840996,52.073086,40.549908,17714510
01-09-2000,52.073086,52.073086,52.073086,52.073086,40.549908,0
04-09-2000,52.436691,55.198551,52.336117,54.757584,42.640362,50900906
05-09-2000,55.237232,55.639523,54.502285,55.043827,42.863251,23488402
06-09-2000,55.082508,56.614296,54.463604,56.258427,43.809078,63211236
07-09-2000,55.879349,57.387928,55.716885,55.987656,43.598232,48790241
08-09-2000,56.010864,58.022305,55.863873,57.387928,44.688633,38496874
11-09-2000,57.99136,59.879017,57.883049,59.283321,46.1646,45598725
12-09-2000,59.569565,60.312252,58.981606,59.329739,46.200748,27993820
13-09-2000,59.716557,59.716557,57.558125,58.099667,45.242882,38251770
14-09-2000,58.184765,58.896507,57.666435,58.130611,45.266979,27142859
15-09-2000,58.177029,58.354965,56.188801,56.622032,44.092232,24551946
18-09-2000,56.165588,56.165588,53.094276,53.566193,41.712612,33873654
19-09-2000,53.256741,54.455868,51.678532,52.235546,40.676422,31450567
20-09-2000,52.800297,54.270195,52.235546,53.767334,41.86924,24745287
21-09-2000,53.829224,54.154148,52.970493,53.829224,41.917435,22323744
22-09-2000,53.689972,53.689972,51.980247,52.351589,40.766781,27224002
25-09-2000,52.924076,53.535248,52.297436,52.908604,41.200531,22404881
26-09-2000,53.225792,53.225792,52.305172,52.808033,41.122211,18465314
27-09-2000,52.769352,54.881363,51.740421,54.448132,42.399387,42747953
28-09-2000,54.92778,54.92778,53.14843,53.473354,41.640316,31826547
29-09-2000,53.813751,54.13868,52.769352,52.993706,41.266808,17536357
02-10-2000,52.993706,52.993706,52.993706,52.993706,41.266808,0
03-10-2000,52.614624,53.457882,52.336117,53.094276,41.345119,19365124
04-10-2000,53.535248,53.922062,53.21032,53.635818,41.766827,11730260
05-10-2000,53.403728,53.736389,52.405746,52.630096,40.983662,11097865
06-10-2000,52.305172,52.885395,52.073086,52.668777,41.013775,13474626
09-10-2000,52.761616,53.61261,52.4599,52.676517,41.01981,15937739
10-10-2000,52.769352,52.838978,51.585697,51.864204,40.387245,13848357
11-10-2000,51.523808,51.740421,50.688286,51.106045,39.79686,12546690
12-10-2000,50.672813,51.755894,49.906918,50.649605,39.441429,31881405
13-10-2000,50.324677,50.324677,47.206947,49.249332,38.351017,24689867
16-10-2000,49.667091,51.740421,47.230156,48.01152,37.387123,31406165
17-10-2000,47.214684,48.228138,45.992348,46.719559,36.381058,37963551
18-10-2000,46.340481,46.804657,45.528168,46.162544,35.947304,17522746
19-10-2000,45.922718,47.717545,44.406403,46.905231,36.525654,32428346
20-10-2000,47.84906,48.506645,45.822147,46.123863,35.917168,40684100
23-10-2000,46.108391,46.108391,43.841652,44.22847,34.441208,22863304
24-10-2000,44.251678,45.597794,44.019588,45.288342,35.266552,32262879
25-10-2000,45.489487,47.825851,45.38118,47.199211,36.75457,35445366
26-10-2000,47.647915,47.965103,47.044483,47.276573,36.814804,8735685
27-10-2000,47.493191,47.733013,46.433315,46.874287,36.501541,22488403
30-10-2000,47.114113,47.872269,46.433315,46.572571,36.266594,18891248
31-10-2000,46.425579,46.998066,45.535904,46.750504,36.405151,19618326
01-11-2000,48.034733,48.398338,47.121845,47.740753,37.176273,33449647
02-11-2000,47.794907,49.202915,47.794907,48.847046,38.037758,34547024
03-11-2000,49.264805,49.62841,48.70779,48.839306,38.031731,27048919
06-11-2000,49.040451,49.496895,48.274555,48.382866,37.676296,25774473
07-11-2000,47.988312,48.777416,47.988312,48.460228,37.736534,16787686
08-11-2000,49.00177,49.883709,48.738735,49.272541,38.369095,36326556
09-11-2000,49.125549,49.930126,48.893459,49.380848,38.453426,24601239
10-11-2000,49.272541,49.473682,48.003784,48.14304,37.489532,22722190
13-11-2000,47.972839,47.972839,46.595779,46.789185,36.435272,15082111
14-11-2000,46.735031,48.259083,46.735031,48.127567,37.477486,23764438
15-11-2000,48.885723,49.110077,47.980576,48.444756,37.724491,19781582
16-11-2000,48.738735,48.800625,47.864532,48.220402,37.549774,21065638
17-11-2000,48.119831,48.189457,47.578289,48.096622,37.453392,21922558
20-11-2000,48.050205,48.367393,47.818115,47.996052,37.375072,10856730
21-11-2000,48.390602,48.390602,47.593761,47.825851,37.242542,24245818
22-11-2000,47.965103,48.197193,47.593761,47.67886,37.128078,7411113
23-11-2000,47.500927,48.351921,47.230156,48.14304,37.489532,16483956
24-11-2000,48.351921,49.032715,48.274555,48.483437,37.754604,21784579
27-11-2000,48.584007,49.496895,48.506645,49.311222,38.399212,19903914
28-11-2000,49.504631,51.098309,49.086868,50.982265,39.700478,43729661
29-11-2000,50.750175,51.430969,50.131271,50.626392,39.423355,33517955
30-11-2000,50.595448,51.098309,50.363361,50.773384,39.537807,20244361
01-12-2000,50.595448,51.098309,50.208633,50.765648,39.531796,23417451
04-12-2000,50.889427,51.895149,50.889427,51.461914,40.073978,31745811
05-12-2000,51.755894,52.575943,51.724949,52.405746,40.80896,24415873
06-12-2000,53.334103,53.334103,52.080818,52.181393,40.634251,20176370
07-12-2000,52.049873,52.661041,51.949303,52.22781,40.670391,14086701
08-12-2000,52.297436,52.900867,52.16592,52.514053,40.893295,27549429
11-12-2000,52.746143,53.682236,52.606888,53.527508,41.682484,39190021
12-12-2000,53.689972,53.720917,53.14843,53.272209,41.483681,15382629
13-12-2000,53.535248,54.084522,53.287685,53.751862,41.857189,26336072
14-12-2000,53.829224,54.587383,53.38052,53.581665,41.724655,40825007
15-12-2000,53.38052,53.38052,52.034401,52.2897,40.71859,25940644
18-12-2000,51.83326,53.055595,51.067364,52.808033,41.122211,24617662
19-12-2000,53.109749,53.31863,52.312908,52.514053,40.893295,22755779
20-12-2000,53.38052,53.38052,52.204601,52.893131,41.188488,13533931
21-12-2000,52.62236,53.372784,52.073086,52.962757,41.242702,27446893
22-12-2000,53.303158,53.689972,52.181393,52.328381,40.748718,23000760
25-12-2000,52.328381,52.328381,52.328381,52.328381,40.748718,0
26-12-2000,52.150448,52.900867,50.525822,50.750175,39.519749,24655005
27-12-2000,50.440723,51.83326,50.131271,51.531544,40.128216,25901957
28-12-2000,51.957039,52.637833,51.492863,52.421219,40.821007,26127096
29-12-2000,52.367062,52.715199,52.150448,52.444427,40.839081,17362708
01-01-2001,52.606888,53.171638,52.452164,52.877659,41.176434,19442331
02-01-2001,52.661041,55.546684,52.645569,54.819473,42.688557,42810928
03-01-2001,54.92778,55.964447,54.618328,55.709148,43.381355,57159622
04-01-2001,55.562157,56.769024,55.113453,55.361015,43.110252,38666386
05-01-2001,55.15987,56.753551,55.15987,56.366734,43.893421,48215173
08-01-2001,56.088226,56.854122,55.275913,55.732357,43.399426,44224788
09-01-2001,55.608578,55.979919,55.252705,55.384224,43.12833,29172070
10-01-2001,55.477058,55.925766,54.022633,54.417187,42.375286,30575175
11-01-2001,54.540966,55.283649,54.308876,55.051563,42.869282,26309541
12-01-2001,55.229496,55.45385,54.773056,54.858154,42.718674,15527905
15-01-2001,54.780792,55.15987,54.463604,55.012878,42.839157,12782448
16-01-2001,55.012878,57.310562,55.012878,57.00111,44.387417,67196704
17-01-2001,57.418873,57.473026,55.894817,56.0186,43.62233,26913441
18-01-2001,56.165588,56.70713,55.910294,56.436359,43.947639,17645699
19-01-2001,56.490517,57.836632,56.490517,57.109421,44.471767,42422507
22-01-2001,57.093948,58.161556,56.954693,57.944942,45.122391,49039029
23-01-2001,57.983624,59.453522,57.983624,59.051231,45.983868,53475157
24-01-2001,59.47673,59.492203,58.563847,58.85009,45.82724,35295295
25-01-2001,59.028023,59.337475,58.277603,59.058968,45.989902,29017487
26-01-2001,59.058968,59.058968,59.058968,59.058968,45.989902,0
29-01-2001,58.795937,58.795937,55.856136,58.432327,45.501923,32795058
30-01-2001,58.571583,60.497921,58.571583,60.289043,46.947773,67947747
31-01-2001,62.664089,62.664089,58.950661,59.507675,46.33931,38132921
01-02-2001,59.337475,60.126579,57.666435,59.747501,46.526062,82349366
02-02-2001,59.492203,61.256081,59.407104,61.039463,47.532127,65464708
05-02-2001,60.822845,61.967819,60.381878,61.758942,48.092396,68962152
06-02-2001,61.890457,62.277271,61.310234,61.557796,47.935757,39092901
07-02-2001,61.2174,61.573269,60.652649,60.877003,47.405624,23506544
08-02-2001,60.52887,61.495907,60.420559,61.263817,47.706837,30915221
09-02-2001,61.426277,62.199909,61.000782,61.720261,48.062267,45047590
12-02-2001,61.310234,62.880707,61.155506,61.975555,48.261078,42586286
13-02-2001,62.199909,63.731701,61.503643,63.445454,49.405704,55148262
14-02-2001,64.188141,64.582695,63.368092,64.296448,50.068386,57887223
15-02-2001,64.211349,65.820503,63.901897,65.40274,50.929863,95050871
16-02-2001,65.588409,66.431671,64.984978,65.364059,50.899746,81979234
19-02-2001,65.449158,66.075798,64.752892,65.812767,51.249157,41141631
20-02-2001,65.603882,65.998436,65.139709,65.418213,50.941914,46248712
21-02-2001,65.456894,65.735405,63.762646,64.072098,49.893677,50993799
22-02-2001,63.901897,64.830254,63.221104,64.157196,49.959946,50329509
23-02-2001,64.219086,65.077812,63.375828,63.638863,49.556305,49943194
26-02-2001,63.468662,63.886425,62.393318,62.857494,48.947857,40210405
27-02-2001,63.050903,63.321674,61.472698,62.215382,48.447834,36261764
28-02-2001,62.199909,64.984978,61.991032,64.072098,49.893677,71413412
01-03-2001,64.366074,69.007858,64.366074,67.800995,52.797413,103004136
02-03-2001,68.079506,69.781494,64.234558,64.845726,50.496109,86709799
05-03-2001,65.062347,65.758614,62.277271,63.22884,49.23703,61010290
06-03-2001,63.22884,63.22884,63.22884,63.22884,49.23703,0
07-03-2001,63.747169,65.712196,61.67384,63.747169,49.640648,48763594
08-03-2001,63.971523,65.008186,63.29073,63.963787,49.809334,28634714
09-03-2001,63.607918,63.607918,61.681576,63.360355,49.339428,25377081
12-03-2001,63.298466,63.747169,62.199909,63.128265,49.158703,23726914
13-03-2001,62.052921,64.752892,58.084194,60.049217,46.761017,34027849
14-03-2001,60.188469,62.648617,59.592773,61.797623,48.12252,21796258
15-03-2001,60.807377,62.114811,60.049217,61.464962,47.863472,16055838
16-03-2001,60.962101,61.774414,58.656681,59.414841,46.267021,20703081
19-03-2001,58.950661,60.033745,58.115139,59.182751,46.086285,14598747
20-03-2001,59.414841,59.530884,57.326035,57.767006,44.983829,11775417
21-03-2001,58.254395,62.393318,56.513725,62.091602,48.35144,21470211
22-03-2001,62.718243,63.252048,60.497921,60.869267,47.39959,18537442
23-03-2001,60.962101,61.991032,57.913998,58.726307,45.730854,22901287
26-03-2001,58.795937,59.817127,58.192505,59.445786,46.291119,11450378
27-03-2001,59.260113,61.023991,59.058968,60.451504,47.07428,18974491
28-03-2001,61.116825,62.664089,60.900211,62.199909,48.43578,17239872
29-03-2001,62.083866,62.795605,60.962101,61.341179,47.767078,24644044
30-03-2001,60.977573,61.37986,59.824863,60.273567,46.935722,15875616
02-04-2001,59.801655,60.931156,57.952679,60.505657,47.116444,18030753
03-04-2001,60.343197,61.116825,59.724293,60.474712,47.092358,9938830
04-04-2001,58.819145,59.987328,58.525166,59.275585,46.158573,9381976
05-04-2001,59.275585,59.275585,59.275585,59.275585,46.158573,0
06-04-2001,59.260113,60.799637,58.950661,59.221432,46.116409,7544167
09-04-2001,58.826881,59.36842,54.424919,55.275913,43.043983,31620971
10-04-2001,54.958725,54.958725,50.487141,50.84301,39.592041,23619705
11-04-2001,51.059628,52.22781,47.446774,50.169952,39.067913,36725183
12-04-2001,49.202915,49.202915,45.195507,46.00782,35.826828,42009551
13-04-2001,46.00782,46.00782,46.00782,46.00782,35.826828,0
16-04-2001,45.272869,48.429283,44.870583,47.67886,37.128078,29141170
17-04-2001,47.500927,49.790874,47.346199,48.76968,37.977512,25542263
18-04-2001,48.584007,51.044155,46.882023,50.626392,39.423355,42489987
19-04-2001,51.051891,58.579319,51.051891,57.209991,44.550076,68751703
20-04-2001,57.2332,58.006832,54.633801,55.523476,43.236771,37236706
23-04-2001,54.92778,56.227482,54.270195,54.788528,42.664455,21045460
24-04-2001,54.339821,54.618328,53.303158,54.06905,42.104191,17229809
25-04-2001,54.154148,56.165588,53.8447,55.492531,43.212666,32062137
26-04-2001,55.771038,56.614296,54.432655,54.904572,43.581417,32977535
27-04-2001,54.308876,54.308876,51.461914,53.434673,42.414661,33400392
30-04-2001,53.953007,54.680218,51.678532,52.993706,42.06464,21494350
01-05-2001,52.993706,52.993706,52.993706,52.993706,42.06464,0
02-05-2001,52.91634,53.61261,52.018929,52.962757,42.040077,14624089
03-05-2001,52.761616,53.968479,52.552734,53.218056,42.242729,15124715
04-05-2001,53.094276,53.535248,52.761616,53.179375,42.212013,8120069
07-05-2001,53.071068,53.751862,52.537262,52.746143,41.868137,7268164
08-05-2001,52.684254,53.875645,52.614624,53.550716,42.506775,14217952
09-05-2001,53.689972,55.361015,53.620346,54.424919,43.200691,28754274
10-05-2001,54.448132,55.190815,54.246986,54.950989,43.618263,14090598
11-05-2001,55.152134,55.902557,54.796265,54.981934,43.642822,14416761
14-05-2001,54.92778,56.0186,54.873627,55.670467,44.189373,11481672
15-05-2001,55.237232,57.620014,53.867908,57.372456,45.540352,30047158
16-05-2001,57.650963,57.99136,56.498253,56.77676,45.067513,21439182
17-05-2001,57.078472,59.577301,57.078472,59.190487,46.983444,37483225
18-05-2001,59.523148,59.546356,57.712852,57.999096,46.037758,19502146
21-05-2001,57.558125,59.028023,57.496235,58.277603,46.25882,18769878
22-05-2001,58.463272,59.028023,58.130611,58.401382,46.357071,13619275
23-05-2001,58.339493,59.298794,58.308548,58.958397,46.799213,12187280
24-05-2001,58.950661,61.023991,58.950661,60.791901,48.254585,43638035
25-05-2001,60.954365,61.534588,60.505657,60.892475,48.334419,27566304
28-05-2001,60.962101,62.184437,60.962101,61.704784,48.97921,16841516
29-05-2001,61.735729,62.965805,61.426277,62.416527,49.544155,19757494
30-05-2001,62.818813,62.927124,60.335461,60.583023,48.088799,25244136
31-05-2001,60.281307,60.931156,59.260113,60.699066,48.180901,19795516
01-06-2001,60.846058,61.000782,58.501953,58.834618,46.700966,19880537
04-06-2001,59.105389,59.252377,57.442081,57.983624,46.025471,14366654
05-06-2001,57.674171,58.455536,57.326035,57.705116,45.804401,13089358
06-06-2001,58.006832,58.177029,56.297108,56.560143,44.895557,18286844
07-06-2001,56.784496,56.854122,55.260441,56.351261,44.729755,24322818
08-06-2001,56.475044,57.782478,56.37447,57.310562,45.491222,23242355
11-06-2001,57.248672,57.62775,56.645241,57.356983,45.528072,17254239
12-06-2001,57.2332,57.449818,56.861858,57.256409,45.448231,8913755
13-06-2001,57.4034,58.316284,57.256409,58.084194,46.105297,14851465
14-06-2001,57.844368,58.532902,56.026337,56.304844,44.692921,30061454
15-06-2001,56.026337,56.026337,54.633801,55.33007,43.91917,21919172
18-06-2001,54.943253,55.237232,52.467636,52.699726,41.831303,25596869
19-06-2001,52.606888,53.8447,52.552734,53.666763,42.598896,16855819
20-06-2001,51.83326,54.308876,51.83326,53.357311,42.35326,12042483
21-06-2001,53.341839,54.223778,52.606888,52.777088,41.892704,21798119
22-06-2001,52.91634,53.194847,52.018929,52.978233,42.052364,14392803
25-06-2001,52.715199,53.08654,51.918358,52.831242,41.935688,11410650
26-06-2001,52.684254,53.976215,52.452164,53.659027,42.592751,13108172
27-06-2001,53.535248,55.68594,53.040123,55.407433,43.980576,20458067
